Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
group_1249,pstB,phosphate ABC transporter ATP-binding protein PstB,13,13,1.0,1,2186,,,,759,759,759.0,FHNNJA_06620,CJHMOJ_07760,HCJMML_08180,LIMHLO_07005,JEILEN_08515,JBIPMC_08260,PEDMFB_06990,PMCJLP_07925,MIJGKE_06995,JCNBHB_06995,CGGMPE_06990,LOEDCI_08155,FNCLAJ_07920
fetB,fetB,iron export ABC transporter permease subunit FetB,13,13,1.0,1,2185,,,,759,759,759.0,FHNNJA_03340,CJHMOJ_11260,HCJMML_12420,LIMHLO_09880,JEILEN_12595,JBIPMC_12525,PEDMFB_03340,PMCJLP_11105,MIJGKE_03340,JCNBHB_03340,CGGMPE_03340,LOEDCI_12435,FNCLAJ_11380
group_1248,,WxL domain-containing protein,13,13,1.0,1,2184,,,,759,759,759.0,FHNNJA_01760,CJHMOJ_13570,HCJMML_14210,LIMHLO_11700,JEILEN_14555,JBIPMC_14315,PEDMFB_14375,PMCJLP_13390,MIJGKE_14310,JCNBHB_14315,CGGMPE_14015,LOEDCI_14115,FNCLAJ_13660
group_1246,mdlB,ABC-type multidrug transport system ATPase and permease component,13,13,1.0,1,2182,,,,1752,1752,1752.0,FHNNJA_06735,CJHMOJ_07645,HCJMML_08080,LIMHLO_06905,JEILEN_08405,JBIPMC_08160,PEDMFB_07090,PMCJLP_07810,MIJGKE_07095,JCNBHB_07095,CGGMPE_07090,LOEDCI_08045,FNCLAJ_07805
group_1244,,DeoR/GlpR transcriptional regulator,13,13,1.0,1,2179,,,,762,762,762.0,FHNNJA_12250,CJHMOJ_02370,HCJMML_02965,LIMHLO_01990,JEILEN_02980,JBIPMC_03005,PEDMFB_12745,PMCJLP_02750,MIJGKE_12675,JCNBHB_12685,CGGMPE_12385,LOEDCI_03000,FNCLAJ_02755
group_1243,parA,ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ,13,13,1.0,1,2178,,,,762,762,762.0,FHNNJA_13915,CJHMOJ_14105,HCJMML_14700,LIMHLO_12240,JEILEN_15095,JBIPMC_14800,PEDMFB_14925,PMCJLP_13925,MIJGKE_14860,JCNBHB_14865,CGGMPE_14565,LOEDCI_14615,FNCLAJ_14195
genR,genR,transcriptional regulator GenR,13,13,1.0,1,2177,,,,762,762,762.0,FHNNJA_13600,CJHMOJ_01340,HCJMML_01460,LIMHLO_01310,JEILEN_01485,JBIPMC_01470,PEDMFB_01320,PMCJLP_01345,MIJGKE_01320,JCNBHB_01320,CGGMPE_01320,LOEDCI_01595,FNCLAJ_01345
glpC,glpC,Fe-S cluster-containing oxidoreductase includes glycolate oxidase subunit GlcF,13,13,1.0,1,2175,,,,762,762,762.0,FHNNJA_09600,CJHMOJ_04910,HCJMML_05380,LIMHLO_04280,JEILEN_05620,JBIPMC_05435,PEDMFB_09775,PMCJLP_05075,MIJGKE_09780,JCNBHB_09785,CGGMPE_09780,LOEDCI_05270,FNCLAJ_05080
glpR,glpR,DNA-binding transcriptional regulator of sugar metabolism DeoR/GlpR family,13,13,1.0,1,2164,,,,765,765,765.0,FHNNJA_09520,CJHMOJ_04990,HCJMML_05460,LIMHLO_04360,JEILEN_05700,JBIPMC_05515,PEDMFB_09695,PMCJLP_05155,MIJGKE_09700,JCNBHB_09705,CGGMPE_09700,LOEDCI_05350,FNCLAJ_05160
mngR,mngR,GntR family transcriptional regulator LSA1692 subfamily,13,13,1.0,1,2163,,,,765,765,765.0,FHNNJA_09360,CJHMOJ_05150,HCJMML_05620,LIMHLO_04525,JEILEN_05855,JBIPMC_05670,PEDMFB_09535,PMCJLP_05315,MIJGKE_09540,JCNBHB_09545,CGGMPE_09540,LOEDCI_05515,FNCLAJ_05320
pflA,pflA,pyruvate formate-lyase-activating protein,13,13,1.0,1,2162,,,,765,765,765.0,FHNNJA_07295,CJHMOJ_07070,HCJMML_07510,LIMHLO_06345,JEILEN_07800,JBIPMC_07585,PEDMFB_07660,PMCJLP_07240,MIJGKE_07665,JCNBHB_07665,CGGMPE_07660,LOEDCI_07470,FNCLAJ_07235
map,map,type I methionyl aminopeptidase,13,13,1.0,1,2161,,,,765,765,765.0,FHNNJA_05400,CJHMOJ_09335,HCJMML_09995,LIMHLO_08180,JEILEN_10285,JBIPMC_10085,PEDMFB_05265,PMCJLP_09190,MIJGKE_05270,JCNBHB_05270,CGGMPE_05265,LOEDCI_10145,FNCLAJ_09455
yvaK,yvaK,Esterase/lipase,13,13,1.0,1,2160,,,,765,765,765.0,FHNNJA_03930,CJHMOJ_10625,HCJMML_11545,LIMHLO_09265,JEILEN_11685,JBIPMC_11645,PEDMFB_03995,PMCJLP_10465,MIJGKE_03995,JCNBHB_03995,CGGMPE_03995,LOEDCI_11815,FNCLAJ_10735
group_1226,,Uncharacterized membrane protein,13,13,1.0,1,2153,,,,768,768,768.0,FHNNJA_10840,CJHMOJ_03865,HCJMML_04365,LIMHLO_03375,JEILEN_04345,JBIPMC_04410,PEDMFB_10980,PMCJLP_04165,MIJGKE_10980,JCNBHB_10990,CGGMPE_10690,LOEDCI_04345,FNCLAJ_04170
phnK,phnK,ABC-type uncharacterized transport system ATPase component,13,13,1.0,1,2152,,,,768,768,768.0,FHNNJA_08815,CJHMOJ_05605,HCJMML_06090,LIMHLO_05040,JEILEN_06340,JBIPMC_06150,PEDMFB_09065,PMCJLP_05765,MIJGKE_09070,JCNBHB_09075,CGGMPE_09070,LOEDCI_05995,FNCLAJ_05770
group_1225,,Lipoprotein,13,13,1.0,1,2151,,,,768,768,768.0,FHNNJA_08235,CJHMOJ_06190,HCJMML_06630,LIMHLO_05530,JEILEN_06900,JBIPMC_06700,PEDMFB_08575,PMCJLP_06365,MIJGKE_08580,JCNBHB_08580,CGGMPE_08575,LOEDCI_06530,FNCLAJ_06360
rnhB,rnhB,ribonuclease HII,13,13,1.0,1,2150,,,,768,768,768.0,FHNNJA_07110,CJHMOJ_07255,HCJMML_07695,LIMHLO_06530,JEILEN_07985,JBIPMC_07770,PEDMFB_07475,PMCJLP_07425,MIJGKE_07480,JCNBHB_07480,CGGMPE_07475,LOEDCI_07655,FNCLAJ_07420
lolD,lolD,ABC-type lipoprotein export system ATPase component,13,13,1.0,1,2149,,,,768,768,768.0,FHNNJA_03360,CJHMOJ_11240,HCJMML_12400,LIMHLO_09860,JEILEN_12575,JBIPMC_12505,PEDMFB_03360,PMCJLP_11085,MIJGKE_03360,JCNBHB_03360,CGGMPE_03360,LOEDCI_12415,FNCLAJ_11360
tatD,tatD,3'->5' ssDNA/RNA exonuclease TatD,13,13,1.0,1,2147,,,,771,771,771.0,FHNNJA_10885,CJHMOJ_03820,HCJMML_04320,LIMHLO_03330,JEILEN_04300,JBIPMC_04365,PEDMFB_11025,PMCJLP_04120,MIJGKE_11025,JCNBHB_11035,CGGMPE_10735,LOEDCI_04300,FNCLAJ_04125
nagD,nagD,Ribonucleotide monophosphatase NagD HAD superfamily,13,13,1.0,1,2146,,,,771,771,771.0,FHNNJA_09225,CJHMOJ_05280,HCJMML_05770,LIMHLO_04680,JEILEN_06015,JBIPMC_05825,PEDMFB_09385,PMCJLP_05445,MIJGKE_09390,JCNBHB_09395,CGGMPE_09390,LOEDCI_05675,FNCLAJ_05450
sufC,sufC,Fe-S cluster assembly ATPase SufC,13,13,1.0,1,2145,,,,771,771,771.0,FHNNJA_04770,CJHMOJ_09780,HCJMML_10650,LIMHLO_08470,JEILEN_10820,JBIPMC_10750,PEDMFB_04885,PMCJLP_09625,MIJGKE_04890,JCNBHB_04885,CGGMPE_04885,LOEDCI_10965,FNCLAJ_09895
yadH,yadH,ABC-type multidrug transport system permease component,13,13,1.0,1,2144,,,,771,771,771.0,FHNNJA_01655,CJHMOJ_13675,HCJMML_14315,LIMHLO_11805,JEILEN_14660,JBIPMC_14420,PEDMFB_14480,PMCJLP_13495,MIJGKE_14415,JCNBHB_14420,CGGMPE_14120,LOEDCI_14220,FNCLAJ_13765
group_1223,rpiR,DNA-binding transcriptional regulator MurR/RpiR family contains HTH and SIS domains,13,13,1.0,1,2143,,,,771,771,771.0,FHNNJA_00120,CJHMOJ_00120,HCJMML_00125,LIMHLO_00120,JEILEN_00120,JBIPMC_00125,PEDMFB_00120,PMCJLP_00120,MIJGKE_00120,JCNBHB_00120,CGGMPE_00120,LOEDCI_00120,FNCLAJ_00120
group_1219,mdlB,ABC-type multidrug transport system ATPase and permease component,13,13,1.0,1,2138,,,,1767,1767,1767.0,FHNNJA_10850,CJHMOJ_03855,HCJMML_04355,LIMHLO_03365,JEILEN_04335,JBIPMC_04400,PEDMFB_10990,PMCJLP_04155,MIJGKE_10990,JCNBHB_11000,CGGMPE_10700,LOEDCI_04335,FNCLAJ_04160
jag,jag,RNA-binding cell elongation regulator Jag/EloR,13,13,1.0,1,2132,,,,777,777,777.0,FHNNJA_14065,CJHMOJ_14255,HCJMML_14855,LIMHLO_12385,JEILEN_15245,JBIPMC_14955,PEDMFB_15165,PMCJLP_14165,MIJGKE_15100,JCNBHB_15105,CGGMPE_14805,LOEDCI_14850,FNCLAJ_14435
spoU,spoU,tRNA G18 (ribose-2'-O)-methylase SpoU,13,13,1.0,1,2131,,,,777,777,777.0,FHNNJA_04740,CJHMOJ_09810,HCJMML_10680,LIMHLO_08500,JEILEN_10850,JBIPMC_10780,PEDMFB_04855,PMCJLP_09655,MIJGKE_04860,JCNBHB_04855,CGGMPE_04855,LOEDCI_10995,FNCLAJ_09925
group_1215,cof,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,13,13,1.0,1,2130,,,,777,777,777.0,FHNNJA_02280,CJHMOJ_13000,HCJMML_13630,LIMHLO_11145,JEILEN_14020,JBIPMC_13735,PEDMFB_01890,PMCJLP_12830,MIJGKE_01890,JCNBHB_01890,CGGMPE_01890,LOEDCI_13565,FNCLAJ_13100
tauE,tauE,Sulfite exporter TauE/SafE/YfcA and related permeases UPF0721 family,13,13,1.0,1,2127,,,,780,780,780.0,FHNNJA_13105,CJHMOJ_02090,HCJMML_01880,LIMHLO_01730,JEILEN_01975,JBIPMC_01895,PEDMFB_13880,PMCJLP_01825,MIJGKE_13815,JCNBHB_13820,CGGMPE_13520,LOEDCI_02100,FNCLAJ_01825
cotS,cotS,Thiamine kinase or a related kinase,13,13,1.0,1,2126,,,,780,780,780.0,FHNNJA_12055,CJHMOJ_02565,HCJMML_03160,LIMHLO_02155,JEILEN_03170,JBIPMC_03200,PEDMFB_12425,PMCJLP_02950,MIJGKE_12425,JCNBHB_12435,CGGMPE_12135,LOEDCI_03180,FNCLAJ_02955
group_1212,,WxL domain-containing protein,13,13,1.0,1,2125,,,,780,780,780.0,FHNNJA_11770,CJHMOJ_02850,HCJMML_03450,LIMHLO_02445,JEILEN_03460,JBIPMC_03490,PEDMFB_11895,PMCJLP_03235,MIJGKE_11895,JCNBHB_11905,CGGMPE_11605,LOEDCI_03465,FNCLAJ_03240
group_1211,,DUF4311 domain-containing protein,13,13,1.0,1,2124,,,,780,780,780.0,FHNNJA_11375,CJHMOJ_03330,HCJMML_03845,LIMHLO_02860,JEILEN_03825,JBIPMC_03885,PEDMFB_11510,PMCJLP_03635,MIJGKE_11510,JCNBHB_11520,CGGMPE_11220,LOEDCI_03795,FNCLAJ_03640
group_1210,potC,ABC-type spermidine/putrescine transport system permease component II,13,13,1.0,1,2123,,,,780,780,780.0,FHNNJA_08985,CJHMOJ_05430,HCJMML_05920,LIMHLO_04870,JEILEN_06165,JBIPMC_05975,PEDMFB_09235,PMCJLP_05595,MIJGKE_09240,JCNBHB_09245,CGGMPE_09240,LOEDCI_05825,FNCLAJ_05600
group_1209,cof,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,13,13,1.0,1,2122,,,,780,780,780.0,FHNNJA_08795,CJHMOJ_05635,HCJMML_06110,LIMHLO_05055,JEILEN_06365,JBIPMC_06170,PEDMFB_09050,PMCJLP_05795,MIJGKE_09055,JCNBHB_09055,CGGMPE_09050,LOEDCI_06015,FNCLAJ_05800
dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,13,13,1.0,1,2121,,,,780,780,780.0,FHNNJA_07605,CJHMOJ_06810,HCJMML_07250,LIMHLO_06095,JEILEN_07525,JBIPMC_07325,PEDMFB_07950,PMCJLP_06980,MIJGKE_07955,JCNBHB_07955,CGGMPE_07950,LOEDCI_07170,FNCLAJ_06975
group_1200,,Pseudouridine synthase,13,13,1.0,1,2112,,,,783,783,783.0,FHNNJA_11430,CJHMOJ_03275,HCJMML_03780,LIMHLO_02805,JEILEN_03770,JBIPMC_03820,PEDMFB_11565,PMCJLP_03580,MIJGKE_11565,JCNBHB_11575,CGGMPE_11275,LOEDCI_03740,FNCLAJ_03585
ylmH,ylmH,RNA-binding protein YlmH contains S4-like domain,13,13,1.0,1,2111,,,,783,783,783.0,FHNNJA_10530,CJHMOJ_04175,HCJMML_04770,LIMHLO_03700,JEILEN_04770,JBIPMC_04825,PEDMFB_10395,PMCJLP_04475,MIJGKE_10395,JCNBHB_10405,CGGMPE_10400,LOEDCI_04665,FNCLAJ_04480
codY,codY,GTP-sensing pleiotropic transcriptional regulator CodY,13,13,1.0,1,2109,,,,783,783,783.0,FHNNJA_07150,CJHMOJ_07215,HCJMML_07655,LIMHLO_06490,JEILEN_07945,JBIPMC_07730,PEDMFB_07515,PMCJLP_07385,MIJGKE_07520,JCNBHB_07520,CGGMPE_07515,LOEDCI_07615,FNCLAJ_07380
group_1199,wcaE,Glycosyltransferase GT2 family,13,13,1.0,1,2108,,,,783,783,783.0,FHNNJA_05415,CJHMOJ_09320,HCJMML_09980,LIMHLO_08165,JEILEN_10270,JBIPMC_10070,PEDMFB_05280,PMCJLP_09175,MIJGKE_05285,JCNBHB_05285,CGGMPE_05280,LOEDCI_10130,FNCLAJ_09440
lytS,lytS,Sensor protein LytS,13,13,1.0,1,2105,,,,1770,1770,1770.0,FHNNJA_01710,CJHMOJ_13620,HCJMML_14260,LIMHLO_11750,JEILEN_14605,JBIPMC_14365,PEDMFB_14425,PMCJLP_13440,MIJGKE_14360,JCNBHB_14365,CGGMPE_14065,LOEDCI_14165,FNCLAJ_13710
carB,carB,carbamoyl-phosphate synthase large subunit,13,13,1.0,1,2103,,,,3183,3183,3183.0,FHNNJA_06815,CJHMOJ_07565,HCJMML_08000,LIMHLO_06825,JEILEN_08325,JBIPMC_08080,PEDMFB_07170,PMCJLP_07730,MIJGKE_07175,JCNBHB_07175,CGGMPE_07170,LOEDCI_07965,FNCLAJ_07725
scpA,scpA,segregation/condensation protein A,13,13,1.0,1,2100,,,,786,786,786.0,FHNNJA_07695,CJHMOJ_06720,HCJMML_07160,LIMHLO_06005,JEILEN_07435,JBIPMC_07235,PEDMFB_08045,PMCJLP_06890,MIJGKE_08050,JCNBHB_08050,CGGMPE_08045,LOEDCI_07080,FNCLAJ_06885
rpsB,rpsB,30S ribosomal protein S2,13,13,1.0,1,2099,,,,786,786,786.0,FHNNJA_04750,CJHMOJ_09800,HCJMML_10670,LIMHLO_08490,JEILEN_10840,JBIPMC_10770,PEDMFB_04865,PMCJLP_09645,MIJGKE_04870,JCNBHB_04865,CGGMPE_04865,LOEDCI_10985,FNCLAJ_09915
allE,allE,(S)-ureidoglycine aminohydrolase,13,13,1.0,1,2097,,,,786,786,786.0,FHNNJA_02540,CJHMOJ_12360,HCJMML_13320,LIMHLO_10895,JEILEN_13690,JBIPMC_13425,PEDMFB_02215,PMCJLP_12185,MIJGKE_02215,JCNBHB_02215,CGGMPE_02215,LOEDCI_13220,FNCLAJ_12460
group_1193,pspE,Rhodanese-related sulfurtransferase,13,13,1.0,1,2096,,,,1650,1650,1650.0,FHNNJA_02570,CJHMOJ_12330,HCJMML_13290,LIMHLO_10865,JEILEN_13660,JBIPMC_13395,PEDMFB_02245,PMCJLP_12155,MIJGKE_02245,JCNBHB_02245,CGGMPE_02245,LOEDCI_13190,FNCLAJ_12430
ytxC,ytxC,Sporulation protein YtxC,13,13,1.0,1,2095,,,,786,786,786.0,FHNNJA_02340,CJHMOJ_12945,HCJMML_13570,LIMHLO_11090,JEILEN_13960,JBIPMC_13675,PEDMFB_01950,PMCJLP_12775,MIJGKE_01950,JCNBHB_01950,CGGMPE_01950,LOEDCI_13505,FNCLAJ_13045
pstC,pstC,phosphate ABC transporter permease subunit PstC,13,13,1.0,1,2093,,,,921,921,921.0,FHNNJA_06605,CJHMOJ_07775,HCJMML_08195,LIMHLO_07020,JEILEN_08530,JBIPMC_08275,PEDMFB_06975,PMCJLP_07940,MIJGKE_06980,JCNBHB_06980,CGGMPE_06975,LOEDCI_08170,FNCLAJ_07935
group_1191,fabG,gluconate 5-dehydrogenase,13,13,1.0,1,2092,,,,789,789,789.0,FHNNJA_13225,CJHMOJ_01965,HCJMML_01815,LIMHLO_01665,JEILEN_01855,JBIPMC_01830,PEDMFB_14000,PMCJLP_01705,MIJGKE_13935,JCNBHB_13940,CGGMPE_13640,LOEDCI_01980,FNCLAJ_01705
pyrK,pyrK,dihydroorotate dehydrogenase electron transfer subunit,13,13,1.0,1,2091,,,,792,792,792.0,FHNNJA_06820,CJHMOJ_07560,HCJMML_07995,LIMHLO_06820,JEILEN_08320,JBIPMC_08075,PEDMFB_07175,PMCJLP_07725,MIJGKE_07180,JCNBHB_07180,CGGMPE_07175,LOEDCI_07960,FNCLAJ_07720
accA,accA,acetyl-CoA carboxylase carboxyl transferase subunit alpha,13,13,1.0,1,2090,,,,789,789,789.0,FHNNJA_03045,CJHMOJ_11865,HCJMML_12715,LIMHLO_10180,JEILEN_13195,JBIPMC_12820,PEDMFB_02720,PMCJLP_11410,MIJGKE_02720,JCNBHB_02720,CGGMPE_02720,LOEDCI_12730,FNCLAJ_11685
group_1190,walK,Sensor histidine kinase WalK,13,13,1.0,1,2089,,,,1776,1776,1776.0,FHNNJA_06875,CJHMOJ_07505,HCJMML_07940,LIMHLO_06765,JEILEN_08265,JBIPMC_08020,PEDMFB_07230,PMCJLP_07670,MIJGKE_07235,JCNBHB_07235,CGGMPE_07230,LOEDCI_07905,FNCLAJ_07665
frmB,frmB,S-formylglutathione hydrolase FrmB,13,13,1.0,1,2088,,,,792,792,792.0,FHNNJA_11610,CJHMOJ_03110,HCJMML_03650,LIMHLO_02630,JEILEN_03640,JBIPMC_03690,PEDMFB_11730,PMCJLP_03410,MIJGKE_11730,JCNBHB_11740,CGGMPE_11440,LOEDCI_03630,FNCLAJ_03415
group_1188,,hypothetical protein,13,13,1.0,1,2086,,,,327,327,327.0,FHNNJA_12275,CJHMOJ_02345,HCJMML_02940,LIMHLO_01965,JEILEN_02955,JBIPMC_02980,PEDMFB_12770,PMCJLP_02725,MIJGKE_12700,JCNBHB_12710,CGGMPE_12410,LOEDCI_02975,FNCLAJ_02730
group_1186,,Uncharacterized membrane protein,13,13,1.0,1,2084,,,,792,792,792.0,FHNNJA_03400,CJHMOJ_11200,HCJMML_12360,LIMHLO_09820,JEILEN_12535,JBIPMC_12465,PEDMFB_03400,PMCJLP_11045,MIJGKE_03400,JCNBHB_03400,CGGMPE_03400,LOEDCI_12375,FNCLAJ_11320
group_1185,,DUF4357 domain-containing protein,13,13,1.0,1,2083,,,,792,792,792.0,FHNNJA_01800,CJHMOJ_13535,HCJMML_14175,LIMHLO_11665,JEILEN_14520,JBIPMC_14280,PEDMFB_14340,PMCJLP_13355,MIJGKE_14275,JCNBHB_14280,CGGMPE_13980,LOEDCI_14080,FNCLAJ_13625
folP,folP,dihydropteroate synthase,13,13,1.0,1,2082,,,,792,792,792.0,FHNNJA_01390,CJHMOJ_13895,HCJMML_14500,LIMHLO_12035,JEILEN_14885,JBIPMC_14600,PEDMFB_14715,PMCJLP_13715,MIJGKE_14650,JCNBHB_14655,CGGMPE_14355,LOEDCI_14410,FNCLAJ_13985
recO,recO,DNA repair protein RecO,13,13,1.0,1,2080,,,,795,795,795.0,FHNNJA_04710,CJHMOJ_09840,HCJMML_10710,LIMHLO_08530,JEILEN_10880,JBIPMC_10810,PEDMFB_04825,PMCJLP_09685,MIJGKE_04830,JCNBHB_04825,CGGMPE_04825,LOEDCI_11025,FNCLAJ_09955
group_1178,,Gram-positive signal peptide protein YSIRK family,13,13,1.0,1,2073,,,,795,795,795.0,FHNNJA_11710,CJHMOJ_02910,HCJMML_03510,LIMHLO_02505,JEILEN_03520,JBIPMC_03550,PEDMFB_11835,PMCJLP_03295,MIJGKE_11835,JCNBHB_11845,CGGMPE_11545,LOEDCI_03530,FNCLAJ_03300
group_1177,fabG,NAD(P)-dependent dehydrogenase short-chain alcohol dehydrogenase family,13,13,1.0,1,2072,,,,795,795,795.0,FHNNJA_07040,CJHMOJ_07325,HCJMML_07765,LIMHLO_06600,JEILEN_08090,JBIPMC_07840,PEDMFB_07405,PMCJLP_07495,MIJGKE_07410,JCNBHB_07410,CGGMPE_07405,LOEDCI_07725,FNCLAJ_07490
tagG,tagG,ABC-type polysaccharide/teichoic acid/polyol phosphate export permease,13,13,1.0,1,2071,,,,795,795,795.0,FHNNJA_05465,CJHMOJ_09270,HCJMML_09925,LIMHLO_08115,JEILEN_10215,JBIPMC_10015,PEDMFB_05335,PMCJLP_09125,MIJGKE_05340,JCNBHB_05340,CGGMPE_05335,LOEDCI_10080,FNCLAJ_09390
nadK,nadK,NAD kinase,13,13,1.0,1,2066,,,,798,798,798.0,FHNNJA_03705,CJHMOJ_10850,HCJMML_12065,LIMHLO_09490,JEILEN_11910,JBIPMC_12170,PEDMFB_03750,PMCJLP_10695,MIJGKE_03750,JCNBHB_03750,CGGMPE_03750,LOEDCI_12040,FNCLAJ_10960
ymdB,ymdB,2'3'- and 3'5'-cNMP phosphodiesterase YmdB calcineurin family,13,13,1.0,1,2065,,,,798,798,798.0,FHNNJA_01840,CJHMOJ_13495,HCJMML_14110,LIMHLO_11620,JEILEN_14480,JBIPMC_14215,PEDMFB_14270,PMCJLP_13315,MIJGKE_14205,JCNBHB_14210,CGGMPE_13910,LOEDCI_14040,FNCLAJ_13585
group_1172,ecfT,ECF-type transporter transmembrane protein EcfT,13,13,1.0,1,2064,,,,798,798,798.0,FHNNJA_01095,CJHMOJ_00935,HCJMML_01060,LIMHLO_00900,JEILEN_01085,JBIPMC_01070,PEDMFB_00905,PMCJLP_00940,MIJGKE_00905,JCNBHB_00905,CGGMPE_00905,LOEDCI_01195,FNCLAJ_00940
group_1170,fabG,NAD(P)-dependent dehydrogenase short-chain alcohol dehydrogenase family,13,13,1.0,1,2062,,,,801,801,801.0,FHNNJA_13965,CJHMOJ_14155,HCJMML_14755,LIMHLO_12290,JEILEN_15145,JBIPMC_14855,PEDMFB_14975,PMCJLP_13975,MIJGKE_14910,JCNBHB_14915,CGGMPE_14615,LOEDCI_14665,FNCLAJ_14245
cpsB,cpsB,phosphatidate cytidylyltransferase,13,13,1.0,1,2060,,,,801,801,801.0,FHNNJA_04340,CJHMOJ_10225,HCJMML_11140,LIMHLO_08940,JEILEN_11295,JBIPMC_11245,PEDMFB_04400,PMCJLP_10060,MIJGKE_04405,JCNBHB_04400,CGGMPE_04400,LOEDCI_11400,FNCLAJ_10330
recX,recX,recombination regulator RecX,13,13,1.0,1,2059,,,,801,801,801.0,FHNNJA_03560,CJHMOJ_11030,HCJMML_12200,LIMHLO_09655,JEILEN_12080,JBIPMC_12305,PEDMFB_03570,PMCJLP_10875,MIJGKE_03570,JCNBHB_03570,CGGMPE_03570,LOEDCI_12210,FNCLAJ_11150
group_1168,,WxL domain-containing protein,13,13,1.0,1,2058,,,,801,801,801.0,FHNNJA_01755,CJHMOJ_13575,HCJMML_14215,LIMHLO_11705,JEILEN_14560,JBIPMC_14320,PEDMFB_14380,PMCJLP_13395,MIJGKE_14315,JCNBHB_14320,CGGMPE_14020,LOEDCI_14120,FNCLAJ_13665
group_1167,fepC,ABC-type cobalamin/Fe3+-siderophores transport system ATPase component,13,13,1.0,1,2057,,,,801,801,801.0,FHNNJA_00865,CJHMOJ_00705,HCJMML_00830,LIMHLO_00660,JEILEN_00855,JBIPMC_00840,PEDMFB_00675,PMCJLP_00710,MIJGKE_00675,JCNBHB_00675,CGGMPE_00675,LOEDCI_00950,FNCLAJ_00710
group_1166,,DNA-binding protein,13,13,1.0,1,2056,,,,1782,1782,1782.0,FHNNJA_02445,CJHMOJ_12780,HCJMML_13455,LIMHLO_10995,JEILEN_13825,JBIPMC_13560,PEDMFB_02105,PMCJLP_12605,MIJGKE_02105,JCNBHB_02105,CGGMPE_02105,LOEDCI_13370,FNCLAJ_12880
group_1163,mdlB,ABC-type multidrug transport system ATPase and permease component,13,13,1.0,1,2052,,,,1785,1785,1785.0,FHNNJA_06740,CJHMOJ_07640,HCJMML_08075,LIMHLO_06900,JEILEN_08400,JBIPMC_08155,PEDMFB_07095,PMCJLP_07805,MIJGKE_07100,JCNBHB_07100,CGGMPE_07095,LOEDCI_08040,FNCLAJ_07800
group_1162,focA,Formate/nitrite transporter FocA FNT family,13,13,1.0,1,2051,,,,804,804,804.0,FHNNJA_02270,CJHMOJ_13010,HCJMML_13640,LIMHLO_11155,JEILEN_14030,JBIPMC_13745,PEDMFB_01880,PMCJLP_12840,MIJGKE_01880,JCNBHB_01880,CGGMPE_01880,LOEDCI_13575,FNCLAJ_13110
group_1161,manY,Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IIC component,13,13,1.0,1,2050,,,,804,804,804.0,FHNNJA_13100,CJHMOJ_02095,HCJMML_01885,LIMHLO_01735,JEILEN_01980,JBIPMC_01900,PEDMFB_13875,PMCJLP_01830,MIJGKE_13810,JCNBHB_13815,CGGMPE_13515,LOEDCI_02105,FNCLAJ_01830
group_1160,cof,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,13,13,1.0,1,2049,,,,804,804,804.0,FHNNJA_10020,CJHMOJ_04360,HCJMML_04955,LIMHLO_03885,JEILEN_04955,JBIPMC_05010,PEDMFB_10200,PMCJLP_04660,MIJGKE_10205,JCNBHB_10210,CGGMPE_10205,LOEDCI_04865,FNCLAJ_04665
group_1158,ganA,Beta-galactosidase GanA,13,13,1.0,1,2047,,,,1785,1785,1785.0,FHNNJA_06395,CJHMOJ_07985,HCJMML_08410,LIMHLO_07275,JEILEN_08745,JBIPMC_08490,PEDMFB_06765,PMCJLP_08155,MIJGKE_06770,JCNBHB_06770,CGGMPE_06765,LOEDCI_08385,FNCLAJ_08150
group_1157,manY,Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IIC component,13,13,1.0,1,2046,,,,804,804,804.0,FHNNJA_00095,CJHMOJ_00095,HCJMML_00100,LIMHLO_00095,JEILEN_00095,JBIPMC_00100,PEDMFB_00095,PMCJLP_00095,MIJGKE_00095,JCNBHB_00095,CGGMPE_00095,LOEDCI_00095,FNCLAJ_00095
group_1155,phnP,Phosphoribosyl 12-cyclic phosphate phosphodiesterase,13,13,1.0,1,2044,,,,807,807,807.0,FHNNJA_09180,CJHMOJ_05325,HCJMML_05815,LIMHLO_04725,JEILEN_06060,JBIPMC_05870,PEDMFB_09340,PMCJLP_05490,MIJGKE_09345,JCNBHB_09350,CGGMPE_09345,LOEDCI_05720,FNCLAJ_05495
