Gene,Non-unique Gene name,Annotation,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
group_1424,sdaAB,L-serine ammonia-lyase iron-sulfur-dependent subunit beta,FHNNJA_03505,CJHMOJ_11090,HCJMML_12255,LIMHLO_09715,JEILEN_12430,JBIPMC_12360,PEDMFB_03515,PMCJLP_10935,MIJGKE_03515,JCNBHB_03515,CGGMPE_03515,LOEDCI_12265,FNCLAJ_11210
group_1420,,hypothetical protein,FHNNJA_08835,CJHMOJ_05585,HCJMML_06070,LIMHLO_05020,JEILEN_06320,JBIPMC_06130,PEDMFB_09085,PMCJLP_05745,MIJGKE_09090,JCNBHB_09095,CGGMPE_09090,LOEDCI_05975,FNCLAJ_05750
modB,modB,molybdate ABC transporter permease subunit,FHNNJA_08050,CJHMOJ_06375,HCJMML_06820,LIMHLO_05725,JEILEN_07095,JBIPMC_06895,PEDMFB_08390,PMCJLP_06550,MIJGKE_08395,JCNBHB_08395,CGGMPE_08390,LOEDCI_06740,FNCLAJ_06545
group_1419,metP,ABC-type methionine transport system permease component,FHNNJA_01700,CJHMOJ_13630,HCJMML_14270,LIMHLO_11760,JEILEN_14615,JBIPMC_14375,PEDMFB_14435,PMCJLP_13450,MIJGKE_14370,JCNBHB_14375,CGGMPE_14075,LOEDCI_14175,FNCLAJ_13720
group_1418,rnaY,HD superfamily phosphodieaserase includes HD domain of RNase Y,FHNNJA_13675,CJHMOJ_01270,HCJMML_01390,LIMHLO_01230,JEILEN_01415,JBIPMC_01400,PEDMFB_01230,PMCJLP_01275,MIJGKE_01230,JCNBHB_01230,CGGMPE_01230,LOEDCI_01520,FNCLAJ_01275
group_1417,ompR,DNA-binding response regulator OmpR family contains REC and winged-helix (wHTH) domain,FHNNJA_10925,CJHMOJ_03775,HCJMML_04285,LIMHLO_03290,JEILEN_04265,JBIPMC_04330,PEDMFB_11065,PMCJLP_04080,MIJGKE_11065,JCNBHB_11075,CGGMPE_10775,LOEDCI_04260,FNCLAJ_04085
group_1415,ulaG,metal-dependent hydrolase,FHNNJA_08185,CJHMOJ_06240,HCJMML_06685,LIMHLO_05590,JEILEN_06960,JBIPMC_06760,PEDMFB_08525,PMCJLP_06415,MIJGKE_08530,JCNBHB_08530,CGGMPE_08525,LOEDCI_06595,FNCLAJ_06410
purQ,purQ,phosphoribosylformylglycinamidine synthase subunit PurQ,FHNNJA_06490,CJHMOJ_07890,HCJMML_08315,LIMHLO_07175,JEILEN_08650,JBIPMC_08395,PEDMFB_06860,PMCJLP_08060,MIJGKE_06865,JCNBHB_06865,CGGMPE_06860,LOEDCI_08290,FNCLAJ_08055
yjbM,yjbM,ppGpp synthetase catalytic domain (RelA/SpoT-type nucleotidyltranferase),FHNNJA_03700,CJHMOJ_10855,HCJMML_12070,LIMHLO_09495,JEILEN_11915,JBIPMC_12175,PEDMFB_03745,PMCJLP_10700,MIJGKE_03745,JCNBHB_03745,CGGMPE_03745,LOEDCI_12045,FNCLAJ_10965
group_1414,lolD,ABC-type lipoprotein export system ATPase component,FHNNJA_02585,CJHMOJ_12315,HCJMML_13275,LIMHLO_10850,JEILEN_13645,JBIPMC_13380,PEDMFB_02260,PMCJLP_12140,MIJGKE_02260,JCNBHB_02260,CGGMPE_02260,LOEDCI_13175,FNCLAJ_12415
talA,talA,fructose-6-phosphate aldolase,FHNNJA_13935,CJHMOJ_14125,HCJMML_14725,LIMHLO_12260,JEILEN_15115,JBIPMC_14825,PEDMFB_14945,PMCJLP_13945,MIJGKE_14880,JCNBHB_14885,CGGMPE_14585,LOEDCI_14635,FNCLAJ_14215
yggS,yggS,Pyridoxal 5'-phosphate homeostasis protein YggS UPF0001 family,FHNNJA_10545,CJHMOJ_04160,HCJMML_04755,LIMHLO_03685,JEILEN_04755,JBIPMC_04810,PEDMFB_10410,PMCJLP_04460,MIJGKE_10410,JCNBHB_10420,CGGMPE_10415,LOEDCI_04650,FNCLAJ_04465
phoU,phoU,phosphate signaling complex protein PhoU,FHNNJA_06625,CJHMOJ_07755,HCJMML_08175,LIMHLO_07000,JEILEN_08510,JBIPMC_08255,PEDMFB_06995,PMCJLP_07920,MIJGKE_07000,JCNBHB_07000,CGGMPE_06995,LOEDCI_08150,FNCLAJ_07915
mpg,mpg,Putative 3-methyladenine DNA glycosylase,FHNNJA_05890,CJHMOJ_08570,HCJMML_09225,LIMHLO_07720,JEILEN_09240,JBIPMC_09310,PEDMFB_06060,PMCJLP_08715,MIJGKE_06065,JCNBHB_06065,CGGMPE_06060,LOEDCI_09080,FNCLAJ_08710
group_1410,acrR,DNA-binding protein AcrR family includes nucleoid occlusion protein SlmA,FHNNJA_04035,CJHMOJ_10520,HCJMML_11440,LIMHLO_09155,JEILEN_11580,JBIPMC_11540,PEDMFB_04100,PMCJLP_10360,MIJGKE_04100,JCNBHB_04100,CGGMPE_04100,LOEDCI_11710,FNCLAJ_10630
group_1404,yigB,YjjG family noncanonical pyrimidine nucleotidase,FHNNJA_11425,CJHMOJ_03280,HCJMML_03785,LIMHLO_02810,JEILEN_03775,JBIPMC_03825,PEDMFB_11560,PMCJLP_03585,MIJGKE_11560,JCNBHB_11570,CGGMPE_11270,LOEDCI_03745,FNCLAJ_03590
cmk,cmk,(d)CMP kinase,FHNNJA_07650,CJHMOJ_06765,HCJMML_07205,LIMHLO_06050,JEILEN_07480,JBIPMC_07280,PEDMFB_08000,PMCJLP_06935,MIJGKE_08005,JCNBHB_08005,CGGMPE_08000,LOEDCI_07125,FNCLAJ_06930
xpaC,xpaC,5-bromo-4-chloroindolyl phosphatase XpaC,FHNNJA_03595,CJHMOJ_10995,HCJMML_12165,LIMHLO_09620,JEILEN_12045,JBIPMC_12270,PEDMFB_03605,PMCJLP_10840,MIJGKE_03605,JCNBHB_03605,CGGMPE_03605,LOEDCI_12175,FNCLAJ_11115
rpiA,rpiA,ribose-5-phosphate isomerase RpiA,FHNNJA_00895,CJHMOJ_00735,HCJMML_00860,LIMHLO_00690,JEILEN_00885,JBIPMC_00870,PEDMFB_00705,PMCJLP_00740,MIJGKE_00705,JCNBHB_00705,CGGMPE_00705,LOEDCI_00990,FNCLAJ_00740
yajL,yajL,Protein/nucleotide deglycase PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids),FHNNJA_00510,CJHMOJ_00505,HCJMML_00500,LIMHLO_00515,JEILEN_00480,JBIPMC_00505,PEDMFB_00470,PMCJLP_00505,MIJGKE_00470,JCNBHB_00470,CGGMPE_00470,LOEDCI_00805,FNCLAJ_00505
lrgB,lrgB,antiholin-like protein LrgB,FHNNJA_01725,CJHMOJ_13605,HCJMML_14245,LIMHLO_11735,JEILEN_14590,JBIPMC_14350,PEDMFB_14410,PMCJLP_13425,MIJGKE_14345,JCNBHB_14350,CGGMPE_14050,LOEDCI_14150,FNCLAJ_13695
ycjU,ycjU,Beta-phosphoglucomutase HAD superfamily,FHNNJA_13500,CJHMOJ_01705,HCJMML_01565,LIMHLO_01410,JEILEN_01585,JBIPMC_01575,PEDMFB_01420,PMCJLP_01445,MIJGKE_01420,JCNBHB_01420,CGGMPE_01420,LOEDCI_01695,FNCLAJ_01445
group_1396,,Uncharacterized membrane protein,FHNNJA_13360,CJHMOJ_01840,HCJMML_01690,LIMHLO_01530,JEILEN_01725,JBIPMC_01705,PEDMFB_14135,PMCJLP_01580,MIJGKE_14070,JCNBHB_14075,CGGMPE_13775,LOEDCI_01835,FNCLAJ_01580
group_1395,ompR,DNA-binding response regulator OmpR family contains REC and winged-helix (wHTH) domain,FHNNJA_09965,CJHMOJ_04420,HCJMML_05010,LIMHLO_03940,JEILEN_05010,JBIPMC_05065,PEDMFB_10145,PMCJLP_04715,MIJGKE_10150,JCNBHB_10155,CGGMPE_10150,LOEDCI_04920,FNCLAJ_04720
ftsE,ftsE,cell division ATP-binding protein FtsE,FHNNJA_06590,CJHMOJ_07790,HCJMML_08210,LIMHLO_07070,JEILEN_08545,JBIPMC_08290,PEDMFB_06960,PMCJLP_07955,MIJGKE_06965,JCNBHB_06965,CGGMPE_06960,LOEDCI_08185,FNCLAJ_07950
ybhL,ybhL,Integral membrane protein YbhL putative Ca2+ regulator Bax inhibitor (BI-1)/TMBIM family,FHNNJA_06205,CJHMOJ_08240,HCJMML_08900,LIMHLO_07465,JEILEN_08925,JBIPMC_08980,PEDMFB_06385,PMCJLP_08400,MIJGKE_06390,JCNBHB_06390,CGGMPE_06385,LOEDCI_08765,FNCLAJ_08395
group_1394,,Hydrolase,FHNNJA_04910,CJHMOJ_09640,HCJMML_10530,LIMHLO_08380,JEILEN_10645,JBIPMC_10630,PEDMFB_05005,PMCJLP_09495,MIJGKE_05010,JCNBHB_05010,CGGMPE_05005,LOEDCI_10675,FNCLAJ_09760
group_1393,metP,ABC-type methionine transport system permease component,FHNNJA_04325,CJHMOJ_10240,HCJMML_11155,LIMHLO_08955,JEILEN_11310,JBIPMC_11260,PEDMFB_04385,PMCJLP_10075,MIJGKE_04390,JCNBHB_04385,CGGMPE_04385,LOEDCI_11415,FNCLAJ_10345
gpmA,gpmA,23-diphosphoglycerate-dependent phosphoglycerate mutase,FHNNJA_00885,CJHMOJ_00725,HCJMML_00850,LIMHLO_00680,JEILEN_00875,JBIPMC_00860,PEDMFB_00695,PMCJLP_00730,MIJGKE_00695,JCNBHB_00695,CGGMPE_00695,LOEDCI_00970,FNCLAJ_00730
group_1390,,Uncharacterized membrane-anchored protein,FHNNJA_13895,CJHMOJ_14085,HCJMML_14680,LIMHLO_12220,JEILEN_15075,JBIPMC_14780,PEDMFB_14905,PMCJLP_13905,MIJGKE_14840,JCNBHB_14845,CGGMPE_14545,LOEDCI_14595,FNCLAJ_14175
group_1389,,DNA-binding response regulator,FHNNJA_13870,CJHMOJ_14060,HCJMML_14655,LIMHLO_12195,JEILEN_15050,JBIPMC_14755,PEDMFB_14880,PMCJLP_13880,MIJGKE_14815,JCNBHB_14820,CGGMPE_14520,LOEDCI_14570,FNCLAJ_14150
rplA,rplA,50S ribosomal protein L1,FHNNJA_03520,CJHMOJ_11075,HCJMML_12240,LIMHLO_09700,JEILEN_12415,JBIPMC_12345,PEDMFB_03530,PMCJLP_10920,MIJGKE_03530,JCNBHB_03530,CGGMPE_03530,LOEDCI_12250,FNCLAJ_11195
trmR,trmR,tRNA 5-hydroxyU34 O-methylase TrmR/YrrM,FHNNJA_03415,CJHMOJ_11185,HCJMML_12345,LIMHLO_09805,JEILEN_12520,JBIPMC_12450,PEDMFB_03425,PMCJLP_11030,MIJGKE_03425,JCNBHB_03425,CGGMPE_03425,LOEDCI_12360,FNCLAJ_11305
cobQ,cobQ,Glutamine amidotransferase related to the GATase domain of CobQ,FHNNJA_04075,CJHMOJ_10480,HCJMML_11400,LIMHLO_09115,JEILEN_11540,JBIPMC_11500,PEDMFB_04140,PMCJLP_10320,MIJGKE_04140,JCNBHB_04140,CGGMPE_04140,LOEDCI_11670,FNCLAJ_10590
rnc,rnc,ribonuclease III,FHNNJA_02140,CJHMOJ_13155,HCJMML_13750,LIMHLO_11315,JEILEN_14165,JBIPMC_13855,PEDMFB_01755,PMCJLP_12975,MIJGKE_01755,JCNBHB_01755,CGGMPE_01755,LOEDCI_13715,FNCLAJ_13245
group_1381,crp,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,FHNNJA_00500,CJHMOJ_00495,HCJMML_00490,LIMHLO_00505,JEILEN_00470,JBIPMC_00495,PEDMFB_00460,PMCJLP_00495,MIJGKE_00460,JCNBHB_00460,CGGMPE_00460,LOEDCI_00795,FNCLAJ_00495
group_1380,znuC,ABC-type Mn2+/Zn2+ transport system ATPase component,FHNNJA_00250,CJHMOJ_00245,HCJMML_00250,LIMHLO_00245,JEILEN_00260,JBIPMC_00250,PEDMFB_00250,PMCJLP_00250,MIJGKE_00250,JCNBHB_00250,CGGMPE_00250,LOEDCI_00275,FNCLAJ_00250
group_1378,,Inner membrane protein,FHNNJA_11370,CJHMOJ_03335,HCJMML_03850,LIMHLO_02865,JEILEN_03830,JBIPMC_03890,PEDMFB_11505,PMCJLP_03640,MIJGKE_11505,JCNBHB_11515,CGGMPE_11215,LOEDCI_03800,FNCLAJ_03645
group_1377,gntR,DNA-binding transcriptional regulator GntR family,FHNNJA_14055,CJHMOJ_14245,HCJMML_14845,LIMHLO_12375,JEILEN_15235,JBIPMC_14945,PEDMFB_15155,PMCJLP_14155,MIJGKE_15090,JCNBHB_15095,CGGMPE_14795,LOEDCI_14840,FNCLAJ_14425
pilN,pilN,Fimbrial assembly protein PilN,FHNNJA_11290,CJHMOJ_03420,HCJMML_03930,LIMHLO_02945,JEILEN_03910,JBIPMC_03970,PEDMFB_11425,PMCJLP_03725,MIJGKE_11425,JCNBHB_11435,CGGMPE_11135,LOEDCI_03885,FNCLAJ_03730
mtnN,mtnN,5'-methylthioadenosine/adenosylhomocysteine nucleosidase,FHNNJA_03610,CJHMOJ_10980,HCJMML_12150,LIMHLO_09605,JEILEN_12030,JBIPMC_12255,PEDMFB_03620,PMCJLP_10825,MIJGKE_03620,JCNBHB_03620,CGGMPE_03620,LOEDCI_12160,FNCLAJ_11100
group_1372,pnuC,nicotinamide riboside transporter PnuC,FHNNJA_11830,CJHMOJ_02790,HCJMML_03390,LIMHLO_02380,JEILEN_03400,JBIPMC_03430,PEDMFB_11955,PMCJLP_03175,MIJGKE_11955,JCNBHB_11965,CGGMPE_11665,LOEDCI_03405,FNCLAJ_03180
group_1371,,helix-turn-helix domain-containing protein;Mga helix-turn-helix domain-containing protein,FHNNJA_06125,CJHMOJ_08320,HCJMML_08980,LIMHLO_07530,JEILEN_09010,JBIPMC_09065,PEDMFB_06305,PMCJLP_08480,MIJGKE_06310,JCNBHB_06310,CGGMPE_06305,LOEDCI_08845,FNCLAJ_08475
cah,cah,Carbonic anhydrase,FHNNJA_06840,CJHMOJ_07540,HCJMML_07975,LIMHLO_06800,JEILEN_08300,JBIPMC_08055,PEDMFB_07195,PMCJLP_07705,MIJGKE_07200,JCNBHB_07200,CGGMPE_07195,LOEDCI_07940,FNCLAJ_07700
group_1369,wcaG,Nucleoside-diphosphate-sugar epimerase,FHNNJA_05560,CJHMOJ_09185,HCJMML_09840,LIMHLO_08035,JEILEN_10135,JBIPMC_09930,PEDMFB_05410,PMCJLP_09040,MIJGKE_05415,JCNBHB_05415,CGGMPE_05410,LOEDCI_10005,FNCLAJ_09305
nagB,nagB,glucosamine-6-phosphate deaminase,FHNNJA_13045,CJHMOJ_02150,HCJMML_01940,LIMHLO_01795,JEILEN_02035,JBIPMC_01955,PEDMFB_13820,PMCJLP_01885,MIJGKE_13755,JCNBHB_13760,CGGMPE_13460,LOEDCI_02160,FNCLAJ_01885
sapB,sapB,Magnesium uptake protein YhiD/SapB involved in acid resistance,FHNNJA_13040,CJHMOJ_02155,HCJMML_01945,LIMHLO_01800,JEILEN_02040,JBIPMC_01960,PEDMFB_13815,PMCJLP_01890,MIJGKE_13750,JCNBHB_13755,CGGMPE_13455,LOEDCI_02165,FNCLAJ_01890
divIVA,divIVA,cell division protein DivIVA,FHNNJA_10525,CJHMOJ_04180,HCJMML_04775,LIMHLO_03705,JEILEN_04775,JBIPMC_04830,PEDMFB_10390,PMCJLP_04480,MIJGKE_10390,JCNBHB_10400,CGGMPE_10395,LOEDCI_04670,FNCLAJ_04485
dapD,dapD,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,FHNNJA_09475,CJHMOJ_05035,HCJMML_05505,LIMHLO_04405,JEILEN_05740,JBIPMC_05555,PEDMFB_09650,PMCJLP_05200,MIJGKE_09655,JCNBHB_09660,CGGMPE_09655,LOEDCI_05395,FNCLAJ_05205
group_1367,,ABC transporter permease,FHNNJA_08775,CJHMOJ_05655,HCJMML_06130,LIMHLO_05075,JEILEN_06385,JBIPMC_06190,PEDMFB_09030,PMCJLP_05815,MIJGKE_09035,JCNBHB_09035,CGGMPE_09030,LOEDCI_06035,FNCLAJ_05820
group_1366,lolD,ABC-type lipoprotein export system ATPase component,FHNNJA_08485,CJHMOJ_05940,HCJMML_06415,LIMHLO_05360,JEILEN_06680,JBIPMC_06475,PEDMFB_08745,PMCJLP_06100,MIJGKE_08750,JCNBHB_08750,CGGMPE_08745,LOEDCI_06320,FNCLAJ_06105
group_1362,aF2118,putative transcriptional regulator contains an XRE-type HTH domain (archaeal members contain CBS pair),FHNNJA_06775,CJHMOJ_07605,HCJMML_08040,LIMHLO_06865,JEILEN_08365,JBIPMC_08120,PEDMFB_07130,PMCJLP_07770,MIJGKE_07135,JCNBHB_07135,CGGMPE_07130,LOEDCI_08005,FNCLAJ_07765
walR,walR,Transcriptional regulatory protein WalR,FHNNJA_09200,CJHMOJ_05305,HCJMML_05795,LIMHLO_04705,JEILEN_06040,JBIPMC_05850,PEDMFB_09360,PMCJLP_05470,MIJGKE_09365,JCNBHB_09370,CGGMPE_09365,LOEDCI_05700,FNCLAJ_05475
budA,budA,acetolactate decarboxylase,FHNNJA_09100,CJHMOJ_05405,HCJMML_05895,LIMHLO_04845,JEILEN_06140,JBIPMC_05950,PEDMFB_09260,PMCJLP_05570,MIJGKE_09265,JCNBHB_09270,CGGMPE_09265,LOEDCI_05800,FNCLAJ_05575
yugP,yugP,Zn-dependent membrane protease YugP,FHNNJA_05055,CJHMOJ_09390,HCJMML_10050,LIMHLO_08230,JEILEN_10340,JBIPMC_10140,PEDMFB_05210,PMCJLP_09245,MIJGKE_05215,JCNBHB_05215,CGGMPE_05210,LOEDCI_10530,FNCLAJ_09510
group_1351,mngR,DNA-binding transcriptional regulator GntR family,FHNNJA_08435,CJHMOJ_05990,HCJMML_06465,LIMHLO_05410,JEILEN_06730,JBIPMC_06525,PEDMFB_08695,PMCJLP_06150,MIJGKE_08700,JCNBHB_08700,CGGMPE_08695,LOEDCI_06370,FNCLAJ_06155
azlC,azlC,putative branched-chain amino acid permease (azaleucine resistance),FHNNJA_04270,CJHMOJ_10290,HCJMML_11210,LIMHLO_09005,JEILEN_11360,JBIPMC_11315,PEDMFB_04335,PMCJLP_10125,MIJGKE_04335,JCNBHB_04335,CGGMPE_04335,LOEDCI_11480,FNCLAJ_10395
deoD,deoD,purine-nucleoside phosphorylase,FHNNJA_00855,CJHMOJ_00695,HCJMML_00820,LIMHLO_00650,JEILEN_00845,JBIPMC_00830,PEDMFB_00665,PMCJLP_00700,MIJGKE_00665,JCNBHB_00665,CGGMPE_00665,LOEDCI_00940,FNCLAJ_00700
sdaAB,sdaAB,L-serine ammonia-lyase iron-sulfur-dependent subunit beta,FHNNJA_00455,CJHMOJ_00450,HCJMML_00420,LIMHLO_00435,JEILEN_00425,JBIPMC_00420,PEDMFB_00415,PMCJLP_00450,MIJGKE_00415,JCNBHB_00415,CGGMPE_00415,LOEDCI_00750,FNCLAJ_00450
group_1347,,ABC transporter domain-containing protein,FHNNJA_13280,CJHMOJ_01920,HCJMML_01770,LIMHLO_01610,JEILEN_01810,JBIPMC_01785,PEDMFB_14055,PMCJLP_01660,MIJGKE_13990,JCNBHB_13995,CGGMPE_13695,LOEDCI_01930,FNCLAJ_01660
group_1345,ompR,DNA-binding response regulator OmpR family contains REC and winged-helix (wHTH) domain,FHNNJA_06880,CJHMOJ_07500,HCJMML_07935,LIMHLO_06760,JEILEN_08260,JBIPMC_08015,PEDMFB_07235,PMCJLP_07665,MIJGKE_07240,JCNBHB_07240,CGGMPE_07235,LOEDCI_07900,FNCLAJ_07660
group_1344,,DUF697 domain-containing protein,FHNNJA_03830,CJHMOJ_10725,HCJMML_11645,LIMHLO_09365,JEILEN_11785,JBIPMC_11745,PEDMFB_03875,PMCJLP_10570,MIJGKE_03875,JCNBHB_03875,CGGMPE_03875,LOEDCI_11915,FNCLAJ_10835
glpG,glpG,Membrane-associated serine protease rhomboid family,FHNNJA_03185,CJHMOJ_11415,HCJMML_12585,LIMHLO_10050,JEILEN_12750,JBIPMC_12690,PEDMFB_03180,PMCJLP_11260,MIJGKE_03180,JCNBHB_03180,CGGMPE_03180,LOEDCI_12590,FNCLAJ_11535
hisM,hisM,ABC-type amino acid transport system permease component,FHNNJA_09550,CJHMOJ_04960,HCJMML_05430,LIMHLO_04330,JEILEN_05670,JBIPMC_05485,PEDMFB_09725,PMCJLP_05125,MIJGKE_09730,JCNBHB_09735,CGGMPE_09730,LOEDCI_05320,FNCLAJ_05130
group_1336,mngR,DNA-binding transcriptional regulator GntR family,FHNNJA_08870,CJHMOJ_05550,HCJMML_06035,LIMHLO_04985,JEILEN_06280,JBIPMC_06090,PEDMFB_09120,PMCJLP_05710,MIJGKE_09125,JCNBHB_09130,CGGMPE_09125,LOEDCI_05940,FNCLAJ_05715
pyrF,pyrF,orotidine-5'-phosphate decarboxylase,FHNNJA_06830,CJHMOJ_07550,HCJMML_07985,LIMHLO_06810,JEILEN_08310,JBIPMC_08065,PEDMFB_07185,PMCJLP_07715,MIJGKE_07190,JCNBHB_07190,CGGMPE_07185,LOEDCI_07950,FNCLAJ_07710
purC,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,FHNNJA_06480,CJHMOJ_07900,HCJMML_08325,LIMHLO_07185,JEILEN_08660,JBIPMC_08405,PEDMFB_06850,PMCJLP_08070,MIJGKE_06855,JCNBHB_06855,CGGMPE_06850,LOEDCI_08300,FNCLAJ_08065
group_1335,wcaA,Glycosyltransferase involved in cell wall bisynthesis,FHNNJA_05425,CJHMOJ_09310,HCJMML_09970,LIMHLO_08155,JEILEN_10260,JBIPMC_10060,PEDMFB_05290,PMCJLP_09165,MIJGKE_05295,JCNBHB_05295,CGGMPE_05290,LOEDCI_10120,FNCLAJ_09430
yigB,yigB,FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB HAD superfamily (riboflavin biosynthesis),FHNNJA_03645,CJHMOJ_10905,HCJMML_12115,LIMHLO_09545,JEILEN_11965,JBIPMC_12220,PEDMFB_03695,PMCJLP_10750,MIJGKE_03695,JCNBHB_03695,CGGMPE_03695,LOEDCI_12095,FNCLAJ_11015
cobB,cobB,NAD-dependent protein deacylase,FHNNJA_01140,CJHMOJ_00990,HCJMML_01105,LIMHLO_00945,JEILEN_01130,JBIPMC_01115,PEDMFB_00950,PMCJLP_00995,MIJGKE_00950,JCNBHB_00950,CGGMPE_00950,LOEDCI_01240,FNCLAJ_00995
rsmG,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,FHNNJA_13920,CJHMOJ_14110,HCJMML_14705,LIMHLO_12245,JEILEN_15100,JBIPMC_14805,PEDMFB_14930,PMCJLP_13930,MIJGKE_14865,JCNBHB_14870,CGGMPE_14570,LOEDCI_14620,FNCLAJ_14200
group_1332,dnaD,DNA replication protein DnaD,FHNNJA_09370,CJHMOJ_05140,HCJMML_05610,LIMHLO_04515,JEILEN_05845,JBIPMC_05660,PEDMFB_09545,PMCJLP_05305,MIJGKE_09550,JCNBHB_09555,CGGMPE_09550,LOEDCI_05505,FNCLAJ_05310
group_1330,,Pseudouridine synthase,FHNNJA_07685,CJHMOJ_06730,HCJMML_07170,LIMHLO_06015,JEILEN_07445,JBIPMC_07245,PEDMFB_08035,PMCJLP_06900,MIJGKE_08040,JCNBHB_08040,CGGMPE_08035,LOEDCI_07090,FNCLAJ_06895
ddpA,ddpA,ABC-type transport system periplasmic component,FHNNJA_02135,CJHMOJ_13160,HCJMML_13785,LIMHLO_11320,JEILEN_14170,JBIPMC_13890,PEDMFB_01750,PMCJLP_12980,MIJGKE_01750,JCNBHB_01750,CGGMPE_01750,LOEDCI_13720,FNCLAJ_13250
group_1328,gsiA,energy-coupling factor transporter ATPase,FHNNJA_05625,CJHMOJ_09120,HCJMML_09780,LIMHLO_07980,JEILEN_10075,JBIPMC_09870,PEDMFB_05475,PMCJLP_08975,MIJGKE_05480,JCNBHB_05480,CGGMPE_05475,LOEDCI_09940,FNCLAJ_09240
group_1324,,WxL domain-containing protein,FHNNJA_09000,CJHMOJ_05415,HCJMML_05905,LIMHLO_04855,JEILEN_06150,JBIPMC_05960,PEDMFB_09250,PMCJLP_05580,MIJGKE_09255,JCNBHB_09260,CGGMPE_09255,LOEDCI_05810,FNCLAJ_05585
group_1323,ompR,DNA-binding response regulator OmpR family contains REC and winged-helix (wHTH) domain,FHNNJA_08790,CJHMOJ_05640,HCJMML_06115,LIMHLO_05060,JEILEN_06370,JBIPMC_06175,PEDMFB_09045,PMCJLP_05800,MIJGKE_09050,JCNBHB_09050,CGGMPE_09045,LOEDCI_06020,FNCLAJ_05805
group_1322,glpF,Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family),FHNNJA_06110,CJHMOJ_08340,HCJMML_09005,LIMHLO_07535,JEILEN_09025,JBIPMC_09090,PEDMFB_06290,PMCJLP_08495,MIJGKE_06295,JCNBHB_06295,CGGMPE_06290,LOEDCI_08860,FNCLAJ_08490
tsaB,tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,FHNNJA_04405,CJHMOJ_10170,HCJMML_11040,LIMHLO_08850,JEILEN_11190,JBIPMC_11140,PEDMFB_04500,PMCJLP_10005,MIJGKE_04505,JCNBHB_04500,CGGMPE_04500,LOEDCI_11330,FNCLAJ_10275
group_1320,atpB,F0F1 ATP synthase subunit A,FHNNJA_03945,CJHMOJ_10610,HCJMML_11530,LIMHLO_09250,JEILEN_11670,JBIPMC_11630,PEDMFB_04010,PMCJLP_10450,MIJGKE_04010,JCNBHB_04010,CGGMPE_04010,LOEDCI_11800,FNCLAJ_10720
tACO1,tACO1,YebC/PmpR family DNA-binding transcriptional regulator,FHNNJA_03090,CJHMOJ_11820,HCJMML_12670,LIMHLO_10135,JEILEN_13150,JBIPMC_12775,PEDMFB_02765,PMCJLP_11365,MIJGKE_02765,JCNBHB_02765,CGGMPE_02765,LOEDCI_12685,FNCLAJ_11640
ehuA,ehuA,ABC-type polar amino acid transport system ATPase component,FHNNJA_11090,CJHMOJ_03610,HCJMML_04120,LIMHLO_03130,JEILEN_04100,JBIPMC_04165,PEDMFB_11230,PMCJLP_03915,MIJGKE_11230,JCNBHB_11240,CGGMPE_10940,LOEDCI_04095,FNCLAJ_03920
traX,traX,TraX family protein,FHNNJA_07050,CJHMOJ_07315,HCJMML_07755,LIMHLO_06590,JEILEN_08080,JBIPMC_07830,PEDMFB_07415,PMCJLP_07485,MIJGKE_07420,JCNBHB_07420,CGGMPE_07415,LOEDCI_07715,FNCLAJ_07480
abcC,abcC,ABC-type methionine transport system ATPase component,FHNNJA_01695,CJHMOJ_13635,HCJMML_14275,LIMHLO_11765,JEILEN_14620,JBIPMC_14380,PEDMFB_14440,PMCJLP_13455,MIJGKE_14375,JCNBHB_14380,CGGMPE_14080,LOEDCI_14180,FNCLAJ_13725
tim44,tim44,putative lipid-binding transport protein Tim44 family,FHNNJA_06530,CJHMOJ_07850,HCJMML_08275,LIMHLO_07135,JEILEN_08610,JBIPMC_08355,PEDMFB_06900,PMCJLP_08020,MIJGKE_06905,JCNBHB_06905,CGGMPE_06900,LOEDCI_08250,FNCLAJ_08015
proS,proS,proline--tRNA ligase,FHNNJA_04825,CJHMOJ_09700,HCJMML_10590,LIMHLO_08440,JEILEN_10705,JBIPMC_10690,PEDMFB_04945,PMCJLP_09555,MIJGKE_04950,JCNBHB_04950,CGGMPE_04945,LOEDCI_10765,FNCLAJ_09820
